 frequency       v(Cinp)         v(Cinp)         v(Cinn)         v(Cinn)        
 5.78597080e+01  3.03227578e-15  0.00000000e+00  5.71375317e-14  0.00000000e+00 
 5.91939372e+01  2.96967022e-15  0.00000000e+00  5.61585385e-14  0.00000000e+00 
 6.05589334e+01  2.90868547e-15  0.00000000e+00  5.51955317e-14  0.00000000e+00 
 6.19554061e+01  2.84929666e-15  0.00000000e+00  5.42479288e-14  0.00000000e+00 
 6.33840810e+01  2.79147508e-15  0.00000000e+00  5.33151668e-14  0.00000000e+00 
 6.48457008e+01  2.73518473e-15  0.00000000e+00  5.23967065e-14  0.00000000e+00 
 6.63410251e+01  2.68040258e-15  0.00000000e+00  5.14920522e-14  0.00000000e+00 
 6.78708313e+01  2.62709075e-15  0.00000000e+00  5.06007212e-14  0.00000000e+00 
 6.94359143e+01  2.57523134e-15  0.00000000e+00  4.97222673e-14  0.00000000e+00 
 7.10370877e+01  2.52479905e-15  0.00000000e+00  4.88562635e-14  0.00000000e+00 
 7.26751838e+01  2.47575871e-15  0.00000000e+00  4.80023234e-14  0.00000000e+00 
 7.43510539e+01  2.42808682e-15  0.00000000e+00  4.71600768e-14  0.00000000e+00 
 7.60655691e+01  2.38176680e-15  0.00000000e+00  4.63291828e-14  0.00000000e+00 
 7.78196206e+01  2.33676907e-15  0.00000000e+00  4.55093310e-14  0.00000000e+00 
 7.96141200e+01  2.29306819e-15  0.00000000e+00  4.47002331e-14  0.00000000e+00 
 8.14500001e+01  2.25064842e-15  0.00000000e+00  4.39016267e-14  0.00000000e+00 
 8.33282151e+01  2.20948199e-15  0.00000000e+00  4.31132740e-14  0.00000000e+00 
 8.52497412e+01  2.16954774e-15  0.00000000e+00  4.23349592e-14  0.00000000e+00 
 8.72155772e+01  2.13082751e-15  0.00000000e+00  4.15664895e-14  0.00000000e+00 
 8.92267449e+01  2.09329773e-15  0.00000000e+00  4.08076959e-14  0.00000000e+00 
 9.12842895e+01  2.05694051e-15  0.00000000e+00  4.00584248e-14  0.00000000e+00 
 9.33892805e+01  2.02173030e-15  0.00000000e+00  3.93185451e-14  0.00000000e+00 
 9.55428121e+01  1.98765692e-15  0.00000000e+00  3.85879486e-14  0.00000000e+00 
 9.77460036e+01  1.95469022e-15  0.00000000e+00  3.78665304e-14  0.00000000e+00 
 1.00000000e+02  1.92281736e-15  0.00000000e+00  3.71542212e-14  0.00000000e+00 
 1.02305973e+02  1.89201585e-15  0.00000000e+00  3.64509431e-14  0.00000000e+00 
 1.04665121e+02  1.86226781e-15  0.00000000e+00  3.57566520e-14  0.00000000e+00 
 1.07078670e+02  1.83355723e-15  0.00000000e+00  3.50713002e-14  0.00000000e+00 
 1.09547876e+02  1.80585951e-15  0.00000000e+00  3.43948590e-14  0.00000000e+00 
 1.12074020e+02  1.77915838e-15  0.00000000e+00  3.37273111e-14  0.00000000e+00 
 1.14658417e+02  1.75343517e-15  0.00000000e+00  3.30686373e-14  0.00000000e+00 
 1.17302409e+02  1.72866909e-15  0.00000000e+00  3.24188345e-14  0.00000000e+00 
 1.20007371e+02  1.70483934e-15  0.00000000e+00  3.17779020e-14  0.00000000e+00 
 1.22774708e+02  1.68193189e-15  0.00000000e+00  3.11458435e-14  0.00000000e+00 
 1.25605860e+02  1.65992351e-15  0.00000000e+00  3.05226698e-14  0.00000000e+00 
 1.28502297e+02  1.63879275e-15  0.00000000e+00  2.99083871e-14  0.00000000e+00 
 1.31465525e+02  1.61852119e-15  0.00000000e+00  2.93030097e-14  0.00000000e+00 
 1.34497085e+02  1.59909143e-15  0.00000000e+00  2.87065521e-14  0.00000000e+00 
 1.37598551e+02  1.58047970e-15  0.00000000e+00  2.81190248e-14  0.00000000e+00 
 1.40771537e+02  1.56266659e-15  0.00000000e+00  2.75404361e-14  0.00000000e+00 
 1.44017690e+02  1.54563095e-15  0.00000000e+00  2.69707994e-14  0.00000000e+00 
 1.47338699e+02  1.52935277e-15  0.00000000e+00  2.64101247e-14  0.00000000e+00 
 1.50736290e+02  1.51381170e-15  0.00000000e+00  2.58584116e-14  0.00000000e+00 
 1.54212228e+02  1.49898476e-15  0.00000000e+00  2.53156619e-14  0.00000000e+00 
 1.57768320e+02  1.48485137e-15  0.00000000e+00  2.47818726e-14  0.00000000e+00 
 1.61406415e+02  1.47138965e-15  0.00000000e+00  2.42570356e-14  0.00000000e+00 
 1.65128404e+02  1.45857983e-15  0.00000000e+00  2.37411397e-14  0.00000000e+00 
 1.68936220e+02  1.44639782e-15  0.00000000e+00  2.32341641e-14  0.00000000e+00 
 1.72831844e+02  1.43482480e-15  0.00000000e+00  2.27360887e-14  0.00000000e+00 
 1.76817299e+02  1.42383697e-15  0.00000000e+00  2.22468844e-14  0.00000000e+00 
 1.80894658e+02  1.41341545e-15  0.00000000e+00  2.17665138e-14  0.00000000e+00 
 1.85066040e+02  1.40353858e-15  0.00000000e+00  2.12949407e-14  0.00000000e+00 
 1.89333613e+02  1.39418332e-15  0.00000000e+00  2.08321166e-14  0.00000000e+00 
 1.93699595e+02  1.38533034e-15  0.00000000e+00  2.03779950e-14  0.00000000e+00 
 1.98166255e+02  1.37696037e-15  0.00000000e+00  1.99325140e-14  0.00000000e+00 
 2.02735916e+02  1.36905136e-15  0.00000000e+00  1.94956126e-14  0.00000000e+00 
 2.07410951e+02  1.36158398e-15  0.00000000e+00  1.90672232e-14  0.00000000e+00 
 2.12193792e+02  1.35453855e-15  0.00000000e+00  1.86472739e-14  0.00000000e+00 
 2.17086923e+02  1.34789522e-15  0.00000000e+00  1.82356857e-14  0.00000000e+00 
 2.22092889e+02  1.34163652e-15  0.00000000e+00  1.78323767e-14  0.00000000e+00 
 2.27214291e+02  1.33574412e-15  0.00000000e+00  1.74372600e-14  0.00000000e+00 
 2.32453791e+02  1.33020020e-15  0.00000000e+00  1.70502430e-14  0.00000000e+00 
 2.37814113e+02  1.32498644e-15  0.00000000e+00  1.66712291e-14  0.00000000e+00 
 2.43298042e+02  1.32008673e-15  0.00000000e+00  1.63001226e-14  0.00000000e+00 
 2.48908429e+02  1.31548498e-15  0.00000000e+00  1.59368191e-14  0.00000000e+00 
 2.54648190e+02  1.31116517e-15  0.00000000e+00  1.55812124e-14  0.00000000e+00 
 2.60520309e+02  1.30711236e-15  0.00000000e+00  1.52331950e-14  0.00000000e+00 
 2.66527837e+02  1.30331221e-15  0.00000000e+00  1.48926555e-14  0.00000000e+00 
 2.72673897e+02  1.29975049e-15  0.00000000e+00  1.45594816e-14  0.00000000e+00 
 2.78961683e+02  1.29641402e-15  0.00000000e+00  1.42335566e-14  0.00000000e+00 
 2.85394464e+02  1.29328941e-15  0.00000000e+00  1.39147649e-14  0.00000000e+00 
 2.91975583e+02  1.29036467e-15  0.00000000e+00  1.36029900e-14  0.00000000e+00 
 2.98708461e+02  1.28762833e-15  0.00000000e+00  1.32981094e-14  0.00000000e+00 
 3.05596598e+02  1.28506912e-15  0.00000000e+00  1.30000066e-14  0.00000000e+00 
 3.12643573e+02  1.28267571e-15  0.00000000e+00  1.27085580e-14  0.00000000e+00 
 3.19853049e+02  1.28043863e-15  0.00000000e+00  1.24236446e-14  0.00000000e+00 
 3.27228774e+02  1.27834825e-15  0.00000000e+00  1.21451453e-14  0.00000000e+00 
 3.34774581e+02  1.27639546e-15  0.00000000e+00  1.18729392e-14  0.00000000e+00 
 3.42494392e+02  1.27457113e-15  0.00000000e+00  1.16069056e-14  0.00000000e+00 
 3.50392221e+02  1.27286768e-15  0.00000000e+00  1.13469246e-14  0.00000000e+00 
 3.58472171e+02  1.27127718e-15  0.00000000e+00  1.10928764e-14  0.00000000e+00 
 3.66738442e+02  1.26979220e-15  0.00000000e+00  1.08446432e-14  0.00000000e+00 
 3.75195331e+02  1.26840640e-15  0.00000000e+00  1.06021069e-14  0.00000000e+00 
 3.83847234e+02  1.26711272e-15  0.00000000e+00  1.03651512e-14  0.00000000e+00 
 3.92698648e+02  1.26590558e-15  0.00000000e+00  1.01336613e-14  0.00000000e+00 
 4.01754173e+02  1.26477877e-15  0.00000000e+00  9.90752191e-15  0.00000000e+00 
 4.11018515e+02  1.26372756e-15  0.00000000e+00  9.68662239e-15  0.00000000e+00 
