 time            v(vind)         v(vout)         v(vinp)         v(vinn)         v(voutp)        v(voutn)       
 1.94280000e-03  4.69669366e-03  3.69375122e-01  3.47348347e-01  3.42651653e-01  9.36326662e-01  5.66951540e-01 
 1.95280000e-03  4.70737626e-03  3.70365308e-01  3.47353688e-01  3.42646312e-01  9.36833033e-01  5.66467725e-01 
 1.96280000e-03  4.71787301e-03  3.71341074e-01  3.47358937e-01  3.42641063e-01  9.37332049e-01  5.65990976e-01 
 1.97280000e-03  4.72818352e-03  3.72302258e-01  3.47364092e-01  3.42635908e-01  9.37823620e-01  5.65521363e-01 
 1.98280000e-03  4.73830736e-03  3.73248709e-01  3.47369154e-01  3.42630846e-01  9.38307698e-01  5.65058989e-01 
 1.99280000e-03  4.74824415e-03  3.74180479e-01  3.47374122e-01  3.42625878e-01  9.38784351e-01  5.64603873e-01 
 2.00280000e-03  4.75799348e-03  3.75097349e-01  3.47378997e-01  3.42621003e-01  9.39253558e-01  5.64156209e-01 
 2.01280000e-03  4.76755497e-03  3.75999490e-01  3.47383777e-01  3.42616223e-01  9.39715333e-01  5.63715843e-01 
 2.02280000e-03  4.77692825e-03  3.76886867e-01  3.47388464e-01  3.42611536e-01  9.40169587e-01  5.63282720e-01 
 2.03280000e-03  4.78611294e-03  3.77759408e-01  3.47393056e-01  3.42606944e-01  9.40616189e-01  5.62856781e-01 
